Date,Price
7/12/2023,230
7/11/2023,220
7/10/2023,214
7/7/2023,216
7/6/2023,212
7/5/2023,214
7/4/2023,212
7/3/2023,212
6/27/2023,212
6/26/2023,210
6/23/2023,208
6/22/2023,212
6/21/2023,218
6/20/2023,212
6/19/2023,220
6/16/2023,226
6/15/2023,218
6/14/2023,208
6/13/2023,210
6/12/2023,216
6/9/2023,216
6/8/2023,212
6/7/2023,214
6/6/2023,208
6/5/2023,204
5/31/2023,212
5/30/2023,216
5/29/2023,204
5/26/2023,199
5/25/2023,197
5/24/2023,199
5/23/2023,198
5/22/2023,206
5/19/2023,200
5/17/2023,199
5/16/2023,206
5/15/2023,212
5/12/2023,226
5/11/2023,230
5/10/2023,230
5/9/2023,232
5/8/2023,234
5/5/2023,238
5/4/2023,240
5/3/2023,236
5/2/2023,230
4/28/2023,236
4/27/2023,234
4/26/2023,228
4/18/2023,228
4/17/2023,232
4/14/2023,234
4/13/2023,234
4/12/2023,232
4/11/2023,236
4/10/2023,234
4/6/2023,232
4/5/2023,228
4/4/2023,238
4/3/2023,240
3/31/2023,248
3/30/2023,248
3/29/2023,258
3/28/2023,268
3/27/2023,234
3/24/2023,236
3/21/2023,226
3/20/2023,222
3/17/2023,234
3/16/2023,234
3/15/2023,250
3/14/2023,250
3/13/2023,258
3/10/2023,260
3/9/2023,262
3/8/2023,260
3/7/2023,260
3/6/2023,260
3/3/2023,266
3/2/2023,264
3/1/2023,258
2/28/2023,262
2/27/2023,262
2/24/2023,264
2/23/2023,262
2/22/2023,264
2/21/2023,268
2/20/2023,264
2/17/2023,270
2/16/2023,274
2/15/2023,274
2/14/2023,286
2/13/2023,288
2/10/2023,284
2/9/2023,288
2/8/2023,300
2/7/2023,300
2/6/2023,298
2/3/2023,304
2/2/2023,300
2/1/2023,282
1/31/2023,290
1/30/2023,294
1/27/2023,290
1/26/2023,290
1/25/2023,286
1/24/2023,278
1/20/2023,258
1/19/2023,260
1/18/2023,258
1/17/2023,262
1/16/2023,262
1/13/2023,264
1/12/2023,266
1/11/2023,262
1/10/2023,260
1/9/2023,262
1/6/2023,254
1/5/2023,256
1/4/2023,264
1/3/2023,268
1/2/2023,264
12/30/2022,262
12/29/2022,270
12/28/2022,268
12/27/2022,270
12/26/2022,264
12/23/2022,270
12/22/2022,264
12/21/2022,258
12/20/2022,254
12/19/2022,264
12/16/2022,268
12/15/2022,280
12/14/2022,284
12/13/2022,280
12/12/2022,262
12/9/2022,266
12/8/2022,262
12/7/2022,262
12/6/2022,268
12/5/2022,258
12/2/2022,274
12/1/2022,280
11/30/2022,286
11/29/2022,276
11/28/2022,280
11/25/2022,300
11/24/2022,302
11/23/2022,302
11/22/2022,304
11/21/2022,300
11/18/2022,312
11/17/2022,310
11/16/2022,312
11/15/2022,310
11/14/2022,308
11/11/2022,312
11/10/2022,284
11/9/2022,292
11/8/2022,280
11/7/2022,278
11/4/2022,284
11/3/2022,280
11/2/2022,276
11/1/2022,274
10/31/2022,276
10/28/2022,276
10/27/2022,284
10/26/2022,286
10/25/2022,268
10/24/2022,260
10/21/2022,256
10/20/2022,262
10/19/2022,258
10/18/2022,254
10/17/2022,250
10/14/2022,254
10/13/2022,260
10/12/2022,258
10/11/2022,266
10/10/2022,270
10/7/2022,272
10/6/2022,278
10/5/2022,276
10/4/2022,274
10/3/2022,270
9/30/2022,272
9/29/2022,274
9/28/2022,280
9/27/2022,286
9/26/2022,274
9/23/2022,280
9/22/2022,284
9/21/2022,284
9/20/2022,284
9/19/2022,282
9/16/2022,282
9/15/2022,284
9/14/2022,284
9/13/2022,290
9/12/2022,290
9/9/2022,290
9/8/2022,292
9/7/2022,278
9/6/2022,282
9/5/2022,284
9/2/2022,284
9/1/2022,292
8/31/2022,300
8/30/2022,304
8/29/2022,294
8/26/2022,316
8/25/2022,322
8/24/2022,318
8/23/2022,310
8/22/2022,314
8/19/2022,334
8/18/2022,332
8/16/2022,332
8/15/2022,334
8/12/2022,330
8/11/2022,320
8/10/2022,308
8/9/2022,304
8/8/2022,310
8/5/2022,318
8/4/2022,332
8/3/2022,322
8/2/2022,298
8/1/2022,292
7/29/2022,294
7/28/2022,300
7/27/2022,296
7/26/2022,280
7/25/2022,282
7/22/2022,296
7/21/2022,280
7/20/2022,288
7/19/2022,268
7/18/2022,256
7/15/2022,254
7/14/2022,252
7/13/2022,252
7/12/2022,256
7/11/2022,256
7/8/2022,258
7/7/2022,254
7/6/2022,252
7/5/2022,256
7/4/2022,256
7/1/2022,266
6/30/2022,282
6/29/2022,264
6/28/2022,272
6/27/2022,284
6/24/2022,288
6/23/2022,280
6/22/2022,286
6/21/2022,298
6/20/2022,284
6/17/2022,284
6/16/2022,278
6/15/2022,278
6/14/2022,270
6/13/2022,268
6/10/2022,280
6/9/2022,290
6/8/2022,288
6/7/2022,280
6/6/2022,284
6/3/2022,304
6/2/2022,306
5/31/2022,294
5/30/2022,302
5/27/2022,286
5/25/2022,282
5/24/2022,280
5/23/2022,294
5/20/2022,316
5/19/2022,296
5/18/2022,304
5/17/2022,282
5/13/2022,272
5/12/2022,290
5/11/2022,310
5/10/2022,332
5/9/2022,356
4/28/2022,382
4/27/2022,372
4/26/2022,366
4/25/2022,362
4/22/2022,370
4/21/2022,372
4/20/2022,368
4/19/2022,330
4/18/2022,326
4/14/2022,346
4/13/2022,348
4/12/2022,322
4/11/2022,328
4/8/2022,348
4/7/2022,356
4/6/2022,370
4/5/2022,370
4/4/2022,364
4/1/2022,360
3/31/2022,382
3/30/2022,378
3/29/2022,346
3/28/2022,334
3/25/2022,308
3/24/2022,330
3/23/2022,302
3/22/2022,310
3/21/2022,286
3/18/2022,268
3/17/2022,272
3/16/2022,258
3/15/2022,276
3/14/2022,296
3/11/2022,284
3/10/2022,284
3/9/2022,284
3/8/2022,288
3/7/2022,308
3/4/2022,324
3/2/2022,340
3/1/2022,358
2/25/2022,338
2/24/2022,336
2/23/2022,360
2/22/2022,350
2/21/2022,362
2/18/2022,374
2/17/2022,378
2/16/2022,382
2/15/2022,376
2/14/2022,370
2/11/2022,386
2/10/2022,388
2/9/2022,402
2/8/2022,402
2/7/2022,392
2/4/2022,382
2/3/2022,360
2/2/2022,376
1/31/2022,356
1/28/2022,330
1/27/2022,322
1/26/2022,346
1/25/2022,338
1/24/2022,360
1/21/2022,368
1/20/2022,376
1/19/2022,370
1/18/2022,352
1/17/2022,366
1/14/2022,392
1/13/2022,408
1/12/2022,418
1/11/2022,448
1/10/2022,456
1/7/2022,472
1/6/2022,472
1/5/2022,470
1/4/2022,500
1/3/2022,424
12/30/2021,430
12/29/2021,452
12/28/2021,430
12/27/2021,446
12/24/2021,442
12/23/2021,444
12/22/2021,448
12/21/2021,452
12/20/2021,450
12/17/2021,466
12/16/2021,456
12/15/2021,458
12/14/2021,488
12/13/2021,505
12/10/2021,515
12/9/2021,500
12/8/2021,488
12/7/2021,444
12/6/2021,456
12/3/2021,490
12/2/2021,500
12/1/2021,510
11/30/2021,545
11/29/2021,570
11/26/2021,580
11/25/2021,620
11/24/2021,665
11/23/2021,670
11/22/2021,675
11/19/2021,715
11/18/2021,695
11/17/2021,710
11/16/2021,690
11/15/2021,730
11/12/2021,740
11/11/2021,740
11/10/2021,750
11/9/2021,705
11/8/2021,675
11/5/2021,665
11/4/2021,680
11/3/2021,695
11/2/2021,665
11/1/2021,680
10/29/2021,695
10/28/2021,695
10/27/2021,705
10/26/2021,695
10/25/2021,735
10/22/2021,675
10/21/2021,685
10/19/2021,690
10/18/2021,705
10/15/2021,730
10/14/2021,745
10/13/2021,695
10/12/2021,735
10/11/2021,785
10/8/2021,820
10/7/2021,825
10/6/2021,835
10/5/2021,820
10/4/2021,835
10/1/2021,850
9/30/2021,860
9/29/2021,850
9/28/2021,900
9/27/2021,870
9/24/2021,885
9/23/2021,885
9/22/2021,850
9/21/2021,850
9/20/2021,845
9/17/2021,860
9/16/2021,855
9/15/2021,870
9/14/2021,855
9/13/2021,845
9/10/2021,845
9/9/2021,815
9/8/2021,845
9/7/2021,875
9/6/2021,900
9/3/2021,895
9/2/2021,880
9/1/2021,890
8/31/2021,945
8/30/2021,895
8/27/2021,875
8/26/2021,870
8/25/2021,905
8/24/2021,910
8/23/2021,910
8/20/2021,865
8/19/2021,895
8/18/2021,830
8/16/2021,890
8/13/2021,955
8/12/2021,965
8/10/2021,"1,035"
8/9/2021,"1,110"
