Date,Price
5/11/2023,147
5/10/2023,150
5/9/2023,147
5/8/2023,147
5/5/2023,145
5/4/2023,144
5/3/2023,145
5/2/2023,147
4/28/2023,147
4/27/2023,145
4/26/2023,150
4/18/2023,138
4/17/2023,138
4/14/2023,138
4/13/2023,141
4/12/2023,142
4/11/2023,148
4/10/2023,147
4/6/2023,151
4/5/2023,157
4/4/2023,164
4/3/2023,147
3/31/2023,150
3/30/2023,141
3/29/2023,148
3/28/2023,139
3/27/2023,132
3/24/2023,137
3/21/2023,140
3/20/2023,143
3/17/2023,146
3/16/2023,143
3/15/2023,152
3/14/2023,153
3/13/2023,162
3/10/2023,154
3/9/2023,156
3/8/2023,157
3/7/2023,162
3/6/2023,160
3/3/2023,153
3/2/2023,153
3/1/2023,151
2/28/2023,151
2/27/2023,151
2/24/2023,154
2/23/2023,153
2/22/2023,157
2/21/2023,155
2/20/2023,161
2/17/2023,163
2/16/2023,173
2/15/2023,170
2/14/2023,172
2/13/2023,171
2/10/2023,172
2/9/2023,169
2/8/2023,180
2/7/2023,179
2/6/2023,168
2/3/2023,167
2/2/2023,177
2/1/2023,174
1/31/2023,178
1/30/2023,152
1/27/2023,153
1/26/2023,154
1/25/2023,149
1/24/2023,148
1/20/2023,145
1/19/2023,148
1/18/2023,151
1/17/2023,152
1/16/2023,157
1/13/2023,153
1/12/2023,150
1/11/2023,158
1/10/2023,156
1/9/2023,153
1/6/2023,153
1/5/2023,151
1/4/2023,162
1/3/2023,164
1/2/2023,164
12/30/2022,158
12/29/2022,162
12/28/2022,163
12/27/2022,163
12/26/2022,165
12/23/2022,163
12/22/2022,162
12/21/2022,161
12/20/2022,163
12/19/2022,174
12/16/2022,182
12/15/2022,183
12/14/2022,183
12/13/2022,188
12/12/2022,192
12/9/2022,187
12/8/2022,185
12/7/2022,177
12/6/2022,174
12/5/2022,181
12/2/2022,183
12/1/2022,182
11/30/2022,186
11/29/2022,182
11/28/2022,174
11/25/2022,175
11/24/2022,172
11/23/2022,180
11/22/2022,178
11/21/2022,160
11/18/2022,153
11/17/2022,145
11/16/2022,147
11/15/2022,149
11/14/2022,143
11/11/2022,145
11/10/2022,137
11/9/2022,136
11/8/2022,136
11/7/2022,140
11/4/2022,133
11/3/2022,131
11/2/2022,132
11/1/2022,133
10/31/2022,135
10/28/2022,135
10/27/2022,139
10/26/2022,145
10/25/2022,148
10/24/2022,153
10/21/2022,147
10/20/2022,153
10/19/2022,139
10/18/2022,142
10/17/2022,143
10/14/2022,138
10/13/2022,142
10/12/2022,133
10/11/2022,133
10/10/2022,140
10/7/2022,149
10/6/2022,148
10/5/2022,154
10/4/2022,151
10/3/2022,143
9/30/2022,142
9/29/2022,147
9/28/2022,150
9/27/2022,154
9/26/2022,144
9/23/2022,154
9/22/2022,158
9/21/2022,155
9/20/2022,155
9/19/2022,165
9/16/2022,177
9/15/2022,173
9/14/2022,173
9/13/2022,173
9/12/2022,177
9/9/2022,178
9/8/2022,178
9/7/2022,175
9/6/2022,182
9/5/2022,169
9/2/2022,171
9/1/2022,179
8/31/2022,180
8/30/2022,181
8/29/2022,178
8/26/2022,185
8/25/2022,184
8/24/2022,189
8/23/2022,187
8/22/2022,184
8/19/2022,188
8/18/2022,188
8/16/2022,190
8/15/2022,188
8/12/2022,189
8/11/2022,193
8/10/2022,185
8/9/2022,186
8/8/2022,185
8/5/2022,194
8/4/2022,184
8/3/2022,196
8/2/2022,210
8/1/2022,224
7/29/2022,216
7/28/2022,184
7/27/2022,195
7/26/2022,190
7/25/2022,186
7/22/2022,184
7/21/2022,152
7/20/2022,140
7/19/2022,143
7/18/2022,126
7/15/2022,132
7/14/2022,141
7/13/2022,137
7/12/2022,135
7/11/2022,134
7/8/2022,132
7/7/2022,130
7/6/2022,124
7/5/2022,124
7/4/2022,113
7/1/2022,115
6/30/2022,115
6/29/2022,112
6/28/2022,112
6/27/2022,108
6/24/2022,116
6/23/2022,115
6/22/2022,123
6/21/2022,132
6/20/2022,141
6/17/2022,147
6/16/2022,117
6/15/2022,114
6/14/2022,119
6/13/2022,111
6/10/2022,114
6/9/2022,118
6/8/2022,119
6/7/2022,109
6/6/2022,109
6/3/2022,106
6/2/2022,102
5/31/2022,105
5/30/2022,100
5/27/2022,90
5/25/2022,88
5/24/2022,88
5/23/2022,90
5/20/2022,84
5/19/2022,82
5/18/2022,85
5/17/2022,85
5/13/2022,81
5/12/2022,81
5/11/2022,87
5/10/2022,83
5/9/2022,88
4/28/2022,88
4/27/2022,88
4/26/2022,86
4/25/2022,91
4/22/2022,87
4/21/2022,92
4/20/2022,96
4/19/2022,101
4/18/2022,105
4/14/2022,110
4/13/2022,115
4/12/2022,113
4/11/2022,114
4/8/2022,116
4/7/2022,110
4/6/2022,110
4/5/2022,103
4/4/2022,107
4/1/2022,90
3/31/2022,92
3/30/2022,85
3/29/2022,90
3/28/2022,82
3/25/2022,84
3/24/2022,90
3/23/2022,68
3/22/2022,54
3/21/2022,53
3/18/2022,50
3/17/2022,51
3/16/2022,50
3/15/2022,50
3/14/2022,50
3/11/2022,50
3/10/2022,51
3/9/2022,50
3/8/2022,50
3/7/2022,51
3/4/2022,51
3/2/2022,51
3/1/2022,50
2/25/2022,51
2/24/2022,51
2/23/2022,52
2/22/2022,51
2/21/2022,52
2/18/2022,54
2/17/2022,55
2/16/2022,52
2/15/2022,52
2/14/2022,52
2/11/2022,52
2/10/2022,52
2/9/2022,52
2/8/2022,51
2/7/2022,52
2/4/2022,53
2/3/2022,53
2/2/2022,53
1/31/2022,54
1/28/2022,54
1/27/2022,53
1/26/2022,53
1/25/2022,53
1/24/2022,54
1/21/2022,56
1/20/2022,55
1/19/2022,53
1/18/2022,53
1/17/2022,52
1/14/2022,50
1/13/2022,50
1/12/2022,50
1/11/2022,50
1/10/2022,50
1/7/2022,50
1/6/2022,50
1/5/2022,50
1/4/2022,50
1/3/2022,50
12/30/2021,50
12/29/2021,50
12/28/2021,50
12/27/2021,50
12/24/2021,50
12/23/2021,50
12/22/2021,50
12/21/2021,50
12/20/2021,50
12/17/2021,50
12/16/2021,50
12/15/2021,50
12/14/2021,50
12/13/2021,50
12/10/2021,50
12/9/2021,50
12/8/2021,50
12/7/2021,50
12/6/2021,50
12/3/2021,50
12/2/2021,50
12/1/2021,50
11/30/2021,51
11/29/2021,51
11/26/2021,50
11/25/2021,51
11/24/2021,51
11/23/2021,52
11/22/2021,52
11/19/2021,53
11/18/2021,53
11/17/2021,52
11/16/2021,54
11/15/2021,54
11/12/2021,52
11/11/2021,54
11/10/2021,51
11/9/2021,51
11/8/2021,51
11/5/2021,51
11/4/2021,51
11/3/2021,51
11/2/2021,50
11/1/2021,50
10/29/2021,50
10/28/2021,50
10/27/2021,50
10/26/2021,51
10/25/2021,51
10/22/2021,51
10/21/2021,51
10/19/2021,53
10/18/2021,54
10/15/2021,50
10/14/2021,50
10/13/2021,50
10/12/2021,50
10/11/2021,50
10/8/2021,50
10/7/2021,50
10/6/2021,50
10/5/2021,50
10/4/2021,51
10/1/2021,50
9/30/2021,50
9/29/2021,50
9/28/2021,50
9/27/2021,50
9/24/2021,50
9/23/2021,50
9/22/2021,50
9/21/2021,50
9/20/2021,50
9/17/2021,50
9/16/2021,50
9/15/2021,50
9/14/2021,50
9/13/2021,50
9/10/2021,50
9/9/2021,50
9/8/2021,50
9/7/2021,50
9/6/2021,50
9/3/2021,50
9/2/2021,50
9/1/2021,50
8/31/2021,50
8/30/2021,50
8/27/2021,50
8/26/2021,50
8/25/2021,50
8/24/2021,50
8/23/2021,50
8/20/2021,50
8/19/2021,50
8/18/2021,50
8/16/2021,50
8/13/2021,50
8/12/2021,50
8/10/2021,50
8/9/2021,50
8/6/2021,50
8/5/2021,50
8/4/2021,50
8/3/2021,50
8/2/2021,50
7/30/2021,50
7/29/2021,50
7/28/2021,50
7/27/2021,50
7/26/2021,50
7/23/2021,50
7/22/2021,50
7/21/2021,50
7/19/2021,50
7/16/2021,50
7/15/2021,50
7/14/2021,50
7/13/2021,50
7/12/2021,50
7/9/2021,50
7/8/2021,50
7/7/2021,50
7/6/2021,50
7/5/2021,50
7/2/2021,50
7/1/2021,50
6/30/2021,50
6/29/2021,50
6/28/2021,50
6/25/2021,50
6/24/2021,50
6/23/2021,50
6/22/2021,50
6/21/2021,50
6/18/2021,50
6/17/2021,50
6/16/2021,50
6/15/2021,50
6/14/2021,50
6/11/2021,50
6/10/2021,50
6/9/2021,50
6/8/2021,50
6/7/2021,50
6/4/2021,50
6/3/2021,50
6/2/2021,50
5/31/2021,50
5/28/2021,50
5/27/2021,50
5/25/2021,50
5/24/2021,50
5/21/2021,50
5/20/2021,50
5/19/2021,50
5/18/2021,50
5/17/2021,50
5/11/2021,50
5/10/2021,50
5/7/2021,50
5/6/2021,50
5/5/2021,50
5/4/2021,50
5/3/2021,50
4/30/2021,50
4/29/2021,50
4/28/2021,50
4/27/2021,50
4/26/2021,50
4/23/2021,50
4/22/2021,50
4/21/2021,50
4/20/2021,50
4/19/2021,50
4/16/2021,50
4/15/2021,50
4/14/2021,50
4/13/2021,50
4/12/2021,50
4/9/2021,50
4/8/2021,50
4/7/2021,50
4/6/2021,50
4/5/2021,50
4/1/2021,50
3/31/2021,50
3/30/2021,50
3/29/2021,50
3/26/2021,50
3/25/2021,50
3/24/2021,50
3/23/2021,50
3/22/2021,50
3/19/2021,50
3/18/2021,50
3/17/2021,50
3/16/2021,50
3/15/2021,50
3/12/2021,50
3/10/2021,50
3/9/2021,50
3/8/2021,50
3/5/2021,50
3/4/2021,50
3/3/2021,50
3/2/2021,50
3/1/2021,50
2/26/2021,50
2/25/2021,50
2/24/2021,50
2/23/2021,50
2/22/2021,50
2/19/2021,50
2/18/2021,50
2/17/2021,50
2/16/2021,50
2/15/2021,50
2/11/2021,50
2/10/2021,50
2/9/2021,50
2/8/2021,50
2/5/2021,50
2/4/2021,50
2/3/2021,50
2/2/2021,50
2/1/2021,50
1/29/2021,50
1/28/2021,50
1/27/2021,50
1/26/2021,50
1/25/2021,50
1/22/2021,50
1/21/2021,50
1/20/2021,50
1/19/2021,50
1/18/2021,50
1/15/2021,50
1/14/2021,50
1/13/2021,50
1/12/2021,50
1/11/2021,50
1/8/2021,50
1/7/2021,50
1/6/2021,50
1/5/2021,50
1/4/2021,50
